Serialno,ROLL,PITCH,YAW,ODDO1,ODDO1_SPEED,ODDO2,ODDO2_SPEED,VELOCITY,BATTERY_PERCENTAGE,BATTERY_VOLTAGE,TEMP1,TEMP2,filename,F1H1,F1H2,F1H3,F1H4,F1P1,F2H1,F2H2,F2H3,F2H4,F2P2,F3H1,F3H2,F3H3,F3H4,F3P3,F4H1,F4H2,F4H3,F4H4,F4P4,F5H1,F5H2,F5H3,F5H4,F5P1,F6H1,F6H2,F6H3,F6H4,F6P2,F7H1,F7H2,F7H3,F7H4,F7P3,F8H1,F8H2,F8H3,F8H4,F8P4,F9H1,F9H2,F9H3,F9H4,F9P1,F10H1,F10H2,F10H3,F10H4,F10P2,F11H1,F11H2,F11H3,F11H4,F11P3,F12H1,F12H2,F12H3,F12H4,F12P4,F13H1,F13H2,F13H3,F13H4,F13P1,F14H1,F14H2,F14H3,F14H4,F14P2,F15H1,F15H2,F15H3,F15H4,F15P3,F16H1,F16H2,F16H3,F16H4,F16P4,F17H1,F17H2,F17H3,F17H4,F17P1,F18H1,F18H2,F18H3,F18H4,F18P2,F19H1,F19H2,F19H3,F19H4,F19P3,F20H1,F20H2,F20H3,F20H4,F20P4,F21H1,F21H2,F21H3,F21H4,F21P1,F22H1,F22H2,F22H3,F22H4,F22P2,F23H1,F23H2,F23H3,F23H4,F23P3,F24H1,F24H2,F24H3,F24H4,F24P4,runid
5546,55.15,-0.16,108.46,3342.656876,0.01,1,0.01,0.02,1710579466,0,0,0,12,2613.38973,2504.676021,1956.496652,1508.94183,4972073,2618.171259,1905.565022,1010.040756,204.0139197,5100019,5413.052068,5752.141173,5069.73026,4264.814748,5038227,8336.226271,6818.461079,5239.718241,3426.623812,5210739,398.6900656,1141.442663,1712.882405,2393.546731,5114502,-1044.792231,-1343.162871,-1051.706738,-1209.340191,5107337,-1356.803813,-1463.121874,-1620.647521,-1716.552828,5055905,-235.3441266,-491.3680392,-413.9199295,-520.9033785,5095206,-345.9881374,-780.4688403,-1038.041024,-1210.205206,5308039,-499.2660966,-692.6670207,-957.991175,-699.3597478,5256123,-637.5926245,-629.031633,-639.7660386,-638.2353217,5139316,-777.6814685,-746.682197,-830.818996,-636.8651943,5222640,-400.3882924,-189.2485209,-38.79288443,-439.5250231,5175436,-1294.027111,-83.00056164,-1368.338488,-1736.2141,5098484,-998.173669,-907.0132238,-1044.178135,-1175.138934,0,-503.6842387,-779.9494357,-632.7609315,-633.9261347,5109590,-1312.623413,-1340.123876,-1489.969827,-1628.779264,5115220,-616.7374544,-665.4643125,-404.165607,-416.3509479,5135786,-632.0044372,-687.1540313,-600.5667152,-526.6606798,0,-470.0566231,-527.2262121,-234.4812313,44.269601,5193284,-188.3803732,-296.206337,-351.6645244,-440.8124392,5219709,-614.069864,-779.5086466,-743.3053714,-853.5271401,5370640,-710.8763727,-618.4184033,-668.2680349,-826.7624516,5292924,-897.9273826,-762.0638597,-589.6765484,-260.8855374,5238609,0
5547,55.15,-0.16,108.46,3343.818425,0.01,1,0.01,0.02,1710579466,0,0,0,12,2577.754177,2472.089403,1896.972656,1440.86274,4973599,2557.642419,1834.432467,930.4480512,139.3156048,5102270,5528.535347,5808.406637,5107.556029,4266.790086,5042461,8490.945377,6869.742661,5096.709761,3299.880953,5219630,340.8872607,1155.948603,1698.959663,2441.131417,5118392,-997.5925155,-1320.017997,-1009.249286,-1172.95892,5110768,-1348.353951,-1444.9515,-1598.328235,-1691.520896,5057292,-254.5945371,-507.2199212,-417.0468046,-533.9132949,5093419,-363.7593974,-795.593829,-1055.953888,-1240.324148,5309290,-523.3132418,-719.5249342,-983.944971,-721.1977009,5258776,-682.2678698,-677.047301,-673.6552856,-659.9832255,5140493,-802.4809664,-769.2488293,-845.7428815,-651.7607381,5221462,-423.6162717,-221.8956144,-39.16595981,-465.3309865,5174985,-1298.299577,-64.76753754,-1386.116047,-1728.262247,5098127,-1026.62706,-924.916777,-1047.886712,-1197.243855,0,-520.9291004,-793.0652324,-643.6592782,-649.4530185,5109232,-1322.852934,-1336.179765,-1483.182422,-1627.295968,5116297,-613.1266182,-674.4874397,-405.9775123,-428.9359825,5133696,-633.4124302,-707.1667951,-618.2292755,-555.8834279,0,-504.1744844,-549.9482116,-266.1554502,-8.20909036,5193284,-229.3749674,-314.3242759,-369.0077917,-455.7713566,5220075,-649.9142151,-802.1589848,-770.477093,-885.5968336,5369132,-727.5156564,-626.9991713,-690.1502741,-838.0735376,5295960,-910.3440818,-738.990665,-565.1988915,-244.5417475,5241629,0
5548,55.15,-0.16,108.46,3344.979973,0.01,1,0.01,0.02,1710579466,0,0,0,12,2550.064054,2408.355792,1858.159654,1365.458944,4974646,2490.602471,1747.816252,812.1060158,31.2312065,5102986,5615.007375,5876.556534,5110.269838,4251.388043,5047761,8478.664481,6754.461405,5000.531509,3039.241816,5231541,302.8495086,1171.770475,1706.289903,2485.105647,5126894,-965.0994559,-1292.551524,-954.4321394,-1132.255667,5111431,-1329.483097,-1433.700411,-1574.322592,-1663.18043,5057776,-262.7196228,-507.3270198,-428.5911463,-542.2773522,5097352,-375.8207486,-811.2700879,-1076.347783,-1268.187091,5313059,-546.9130917,-749.5050345,-1007.150926,-740.2827822,5257897,-727.4834121,-720.7987658,-701.6812584,-680.8773727,5142031,-833.1278922,-794.046461,-860.1194671,-661.0944699,5221540,-444.5007272,-251.430161,-40.07571136,-486.3303822,5177615,-1314.888286,-88.00047733,-1389.500908,-1734.710579,5098484,-1052.999892,-943.8231679,-1054.558273,-1221.651706,0,-530.947382,-802.5678491,-646.9076687,-664.1533492,5109232,-1321.257047,-1340.55774,-1467.563094,-1612.164775,5114760,-605.7848271,-668.9120707,-399.6160205,-429.2034748,5134320,-633.6996617,-722.1379942,-637.8687081,-588.4041355,0,-532.1630793,-570.504111,-293.5801669,-51.87179825,5191462,-265.5709064,-332.0499895,-387.4372307,-472.0580199,5220519,-676.2815444,-819.0398295,-797.4015124,-905.2052028,5369886,-738.9714145,-631.8201091,-697.9761947,-839.6822901,5298563,-901.3371887,-713.3442421,-530.4764074,-227.258465,5240158,0
5549,55.15,-0.16,108.46,3346.141522,0.01,1,0.01,0.02,1710579466,0,0,0,12,2487.883184,2357.274305,1778.703819,1264.553087,4976432,2374.797117,1613.624079,678.1223525,-99.78315376,5106058,5657.460021,5845.298578,5048.24727,4172.71814,5053420,8472.08043,6674.874343,4735.985318,2763.338097,5242659,243.1198162,1174.922778,1696.541929,2527.210625,5129609,-906.1700624,-1255.280176,-901.8543918,-1103.063904,5110768,-1303.843722,-1411.969493,-1550.483967,-1652.178472,5060467,-271.7772999,-508.8911378,-422.1167504,-545.9349074,5098127,-391.6672107,-825.4442111,-1107.943051,-1287.393109,5311510,-569.4575005,-780.1638753,-1027.632559,-753.1941718,5258635,-754.6121032,-755.0407796,-720.84124,-693.9078062,5143930,-862.5407899,-814.4624123,-876.7831246,-662.9550662,5221540,-460.4606581,-267.5879099,-40.74114372,-503.3711705,5179883,-1332.909967,-114.716573,-1400.072244,-1743.892107,5100377,-1079.8089,-966.9894061,-1065.027198,-1243.135322,0,-539.3933838,-804.3984588,-647.3278247,-669.2017868,5111890,-1314.699085,-1331.193537,-1463.141696,-1596.568475,5115478,-590.8994159,-648.6784786,-378.5164325,-425.9579546,5131604,-630.4679392,-729.1038208,-651.0705268,-611.4019775,0,-554.0604087,-584.9744459,-318.1390873,-81.89137062,5192555,-290.6414964,-359.7355168,-401.2922122,-487.1457338,5217800,-708.3537469,-847.7728898,-833.0406121,-918.5513316,5369085,-738.6888997,-631.9916282,-686.4172898,-829.4900647,5299679,-878.5628057,-688.0105604,-500.8701765,-213.8899797,5240893,0
5550,55.15,-0.16,108.46,3347.303071,0.01,1,0.01,0.02,1710579466,0,0,0,12,2399.799825,2261.444058,1687.539108,1122.660122,4978269,2232.97568,1448.84057,516.4391526,-253.3971462,5109387,5659.209132,5840.535955,4948.197846,4018.597589,5062263,8214.89007,6386.638504,4510.473924,2347.8929,5256123,237.691869,1155.881549,1763.715769,2571.034617,5130621,-834.4604408,-1218.893529,-848.2979407,-1054.770951,5113482,-1268.485585,-1383.300808,-1524.973426,-1628.162059,5059066,-263.5657559,-493.9140777,-399.5720279,-538.9293894,5098946,-397.2245727,-843.3795348,-1130.060037,-1295.60734,5310095,-583.7790465,-808.46887,-1040.680357,-766.5110498,5260183,-761.226795,-788.0185926,-732.6682601,-692.4392295,5143569,-880.6382031,-828.822465,-885.9528412,-669.5452309,5222351,-457.6698149,-276.9046106,-41.00298098,-503.3890948,5182151,-1346.697633,-151.9022472,-1406.055381,-1762.959748,5099661,-1100.545477,-984.0725011,-1069.928769,-1258.674777,0,-541.8598676,-807.8747054,-639.541468,-672.4254801,5111384,-1295.873153,-1313.294383,-1448.748082,-1574.936014,5115938,-572.8703892,-633.4291984,-362.8172165,-409.4039519,5131438,-644.0023281,-728.3502407,-656.4844989,-627.8561291,0,-579.0990434,-591.8397516,-340.6593567,-111.1736871,5189472,-296.7261066,-382.1328967,-419.8822425,-500.6417393,5219342,-744.5281021,-878.5644902,-870.1762842,-939.1537614,5369886,-740.133274,-618.771652,-674.4074958,-810.9982169,5296953,-872.7765823,-670.2755896,-477.0290619,-198.4489526,5239717,0
5551,55.15,-0.16,108.46,3348.464619,0.01,1,0.01,0.02,1710579466,0,0,0,12,2303.407663,2135.540188,1558.122553,963.4741858,4980662,2081.958976,1260.733608,336.1188696,-422.2804411,5112966,5593.385944,5744.971854,4798.260046,3891.964869,5069306,7862.642737,6084.070646,4086.400064,1928.889958,5263117,190.3593528,1203.487533,1786.811449,2628.244619,5129707,-754.8710406,-1176.296542,-788.3908376,-997.9795116,5119669,-1226.458443,-1352.384834,-1495.696833,-1601.580946,5057776,-245.8207348,-477.8971899,-367.70539,-523.8716484,5098127,-390.049393,-851.9393952,-1140.233562,-1291.099444,5306621,-579.0306698,-824.7874321,-1053.091593,-790.7601078,5260183,-753.5283936,-801.5774547,-746.4953482,-682.6363463,5144290,-885.8825672,-837.5293239,-873.1743008,-674.3255861,5219630,-463.0865631,-266.9766459,-40.68656262,-490.8248755,5178429,-1356.691993,-140.0009364,-1415.624968,-1775.466422,5098068,-1125.427715,-990.9656613,-1082.446687,-1266.554216,0,-547.939595,-811.9142325,-629.1305013,-669.3610799,5112203,-1263.950275,-1285.467507,-1421.518891,-1542.720771,5115938,-560.4724122,-615.8067656,-341.8287865,-393.0564041,5133432,-651.587894,-738.9415004,-664.8997582,-648.0516476,0,-595.655446,-611.5036408,-364.3681198,-138.7630889,5189836,-307.8717989,-390.8656614,-436.7168281,-514.1225085,5219709,-780.5168219,-908.9811363,-902.8284301,-962.3310331,5369839,-741.1696995,-613.436203,-657.25179,-801.122582,5297758,-866.8328107,-659.4135347,-458.8019266,-183.6032482,5239345,0
5552,55.31,-0.12,108.44,3349.626168,0.01,1,0.01,0.02,1710579466,0,0,0,12,2192.900385,1992.899367,1406.588111,780.3400957,4984509,1927.062843,1073.171073,161.701785,-597.1642471,5118033,5529.181417,5602.676882,4617.19407,3686.958461,5077656,7333.53392,5573.487529,3597.580048,1427.303051,5262447,118.3783965,1194.981472,1782.049811,2625.815321,5130427,-668.5792346,-1129.686484,-737.0326275,-942.8579003,5117734,-1179.432869,-1324.51748,-1462.82521,-1573.084887,5056953,-225.3331844,-448.7418246,-341.1684151,-498.1806791,5097769,-378.0665555,-849.5635991,-1146.62922,-1274.877546,5306309,-570.2657631,-839.8435361,-1065.602002,-810.6680371,5260622,-745.9178052,-814.7001724,-759.0120951,-672.1326383,5145735,-880.3363173,-831.8445174,-871.4936398,-680.9440846,5220807,-468.9769607,-279.8157834,-39.58736388,-483.1038488,5176250,-1373.840541,-149.4560769,-1432.909498,-1793.471834,5096070,-1144.122573,-1002.023634,-1097.428001,-1273.260503,0,-552.3529297,-823.7749553,-619.4768275,-668.3325676,5110666,-1226.349442,-1254.272174,-1391.74461,-1512.036758,5115579,-546.0113717,-594.2799598,-328.1086152,-376.8302484,5132975,-658.2155845,-751.512887,-678.0285154,-663.2735904,0,-613.2553999,-626.9697258,-396.643653,-154.8659081,5190649,-314.3717886,-398.8958046,-450.203213,-515.1473186,5219264,-808.2194483,-934.1893336,-925.7373129,-986.2822308,5371394,-744.1592658,-609.0314397,-639.7474573,-782.9789953,5296209,-857.6102177,-644.9909081,-441.7507561,-175.4053464,5239349,0
5553,55.31,-0.12,108.44,3350.787717,0.01,1,0.01,0.02,1710579466,0,0,0,12,2098.284348,1842.473654,1276.748472,603.4913559,4985021,1781.699047,892.362929,1.102840841,-764.7951576,5122544,5415.386515,5389.167802,4432.199031,3478.8544,5096026,6747.000736,5018.914507,2952.030188,783.0905743,5259075,18.11282155,1114.178771,1753.944004,2594.921412,5132228,-589.145201,-1078.266052,-665.8803213,-884.1744321,5116656,-1129.679435,-1292.756646,-1432.783877,-1532.58065,5060486,-180.4053646,-401.2479744,-307.6126819,-461.5949333,5100735,-364.4009443,-843.7381069,-1144.012602,-1257.235741,5305565,-570.9069499,-846.3611565,-1080.01067,-824.3434296,5258266,-760.2647142,-816.9695524,-768.7153311,-667.5615873,5144557,-883.3885854,-832.8422435,-883.7922888,-681.324697,5221540,-485.6885138,-296.4337904,-40.08909526,-481.3454682,5179156,-1381.875388,-213.5599737,-1452.028418,-1803.297228,5098588,-1151.457194,-1005.128768,-1111.187632,-1269.803576,0,-572.7586966,-836.7147892,-619.8673265,-662.9870015,5110308,-1184.289643,-1217.744573,-1360.192648,-1492.51654,5115579,-528.3623854,-575.1175606,-318.5372523,-353.2015079,5135426,-670.8763475,-762.1078324,-691.1341126,-679.5328068,0,-628.6826075,-639.8551938,-426.6642325,-171.2930018,5191462,-313.9174813,-402.9545507,-452.6400438,-524.6600624,5218898,-822.8812247,-952.5510627,-943.5318836,-994.0064387,5370640,-745.8630625,-608.1066878,-616.3198371,-770.641663,5295032,-852.9259911,-631.9235437,-425.0221508,-165.0136094,5241335,0
5554,55.31,-0.12,108.44,3351.949266,0.01,1,0.01,0.02,1710579466,0,0,0,12,1994.765909,1725.786147,1135.216325,427.5985748,4990206,1652.061256,747.3191375,-134.3177718,-906.2428428,5128365,5321.318896,5204.59486,4166.443273,3207.928723,5104777,5980.283925,4306.176936,2287.509781,147.8380734,5263255,-92.31970452,1026.587142,1734.101294,2589.456134,5131868,-502.6196155,-1022.637942,-594.7637807,-835.2051138,5115579,-1079.026179,-1254.952086,-1402.307657,-1486.175003,5061085,-129.5132911,-360.2771707,-266.0246104,-421.1297859,5101093,-332.551199,-829.3334948,-1141.964684,-1254.021973,5304015,-574.7098854,-843.0099692,-1083.108536,-837.5971399,5260163,-770.0388051,-816.6091251,-770.6584479,-665.0878969,5142031,-884.4285037,-833.1505465,-891.8340313,-683.6764618,5221540,-503.9687282,-316.0107602,-41.2831596,-505.3153412,5181701,-1378.447197,-270.6972397,-1456.010672,-1801.06385,5100123,-1146.535641,-1014.633999,-1123.776248,-1280.228666,0,-590.5288431,-847.6730972,-621.7888786,-654.6194035,5107798,-1146.751858,-1175.55166,-1339.673853,-1468.562817,5118452,-515.3236479,-555.9521487,-314.9680983,-336.5231289,5137853,-683.7683706,-763.5046103,-702.2174482,-687.0401461,0,-639.35878,-647.9772317,-451.5303065,-182.2126929,5190734,-311.6002827,-406.9839839,-451.3259672,-537.2037277,5220519,-836.2397022,-964.6898429,-954.5143963,-991.2104332,5371440,-744.5978355,-609.7189656,-609.610558,-761.3847914,5295838,-863.9692651,-629.698316,-420.0115804,-160.4633225,5242438,0
5555,55.31,-0.12,108.44,3353.110814,0.01,1,0.01,0.02,1710579466,0,0,0,12,1917.836493,1605.159945,1006.445989,288.3233111,4996892,1549.224584,648.5573541,-234.5690927,-1051.948014,5132158,5177.89622,4933.884773,3947.508715,2998.429411,5115679,5279.379879,3623.747231,1493.178126,-596.5223013,5265033,-183.2060391,1013.799365,1668.233021,2540.881958,5135786,-430.6205748,-978.7713696,-532.5363966,-786.6413371,5115679,-1031.301139,-1224.291111,-1373.915988,-1454.961139,5060598,-84.50854507,-327.4366459,-235.1290823,-392.9445032,5100019,-306.6159594,-827.0094789,-1135.266445,-1257.028074,5303271,-580.331582,-836.5990165,-1080.075677,-838.840022,5261340,-782.7278618,-808.0424212,-774.8459683,-663.0762706,5142126,-879.8415841,-840.8725836,-891.7672662,-685.7523092,5221985,-524.805834,-344.1267861,-41.86729458,-548.2007949,5181337,-1361.61387,-314.96018,-1454.780231,-1798.691133,5098946,-1151.14252,-1024.465117,-1129.785695,-1280.581007,0,-617.3954974,-861.3892426,-623.1817576,-652.1401802,5106365,-1114.578607,-1138.103378,-1316.599074,-1440.716752,5120747,-510.6589647,-543.7855352,-318.4509336,-325.7942117,5137492,-696.4898415,-776.1719919,-706.8205971,-689.4317968,0,-637.5119634,-647.1276874,-469.6038615,-196.4494132,5192555,-299.5668019,-406.5261884,-456.1062363,-550.5131575,5220075,-837.4586763,-965.7061161,-959.836879,-988.6181853,5369132,-739.6803305,-613.2510831,-603.9997105,-757.3586049,5295838,-873.3291732,-646.6247242,-431.1869124,-161.4829839,5241629,0
5556,55.31,-0.12,108.44,3354.272363,0.01,1,0.01,0.02,1710579466,0,0,0,12,1828.341371,1504.052988,866.0917817,178.0601552,5002326,1470.879529,548.0124284,-283.8791662,-1141.551381,5136218,5089.292253,4681.014032,3611.327501,2692.004446,5125096,4367.246985,2783.297807,732.9727987,-1263.275593,5264964,-318.0330395,905.1602557,1571.019755,2507.544616,5137492,-363.3281666,-938.0970852,-478.8977139,-744.4975706,5115837,-998.7269235,-1210.891349,-1355.435999,-1429.83225,5061421,-47.98116919,-301.0304652,-225.2989432,-366.4752744,5099303,-285.7083448,-824.8257756,-1137.423747,-1253.749046,5307114,-590.5086904,-824.3373409,-1072.960049,-856.2512564,5260163,-793.2196683,-805.9816589,-779.7937273,-664.0208238,5138956,-865.6133389,-840.5115122,-898.0526096,-692.4581102,5220441,-553.3726765,-382.2271197,-42.13923785,-608.8334999,5179069,-1331.992585,-298.3026381,-1436.328032,-1774.698511,5097248,-1152.262441,-1036.376868,-1138.946279,-1274.174609,0,-653.7441814,-871.7835841,-634.3862371,-642.0597383,5107900,-1084.873947,-1102.609671,-1294.200879,-1414.686023,5121205,-511.1629104,-538.4041469,-320.341421,-326.2690598,5136867,-711.8425676,-790.8140427,-713.1272634,-687.1439476,0,-641.7548192,-646.2214856,-475.1473366,-207.5199021,5190734,-298.9021096,-410.2390855,-464.2261041,-559.0770408,5220807,-836.9372365,-970.6550758,-959.7590519,-973.9536658,5372194,-735.9304607,-616.8858502,-611.1108239,-748.3133279,5292861,-888.5695101,-662.89643,-450.5083222,-162.1621774,5241261,0
5557,55.31,-0.12,108.44,3355.433912,0.01,1,0.01,0.02,1710579466,0,0,0,12,1745.156581,1391.523217,733.0948999,30.06523584,5004082,1468.870438,508.41921,-303.502281,-1155.501801,5141841,4924.880765,4322.933788,3251.597389,2383.404072,5131410,3348.797473,1882.125511,-127.5686212,-1998.353,5266950,-448.7011378,734.291553,1450.123965,2380.318343,5136867,-313.4301708,-902.3689178,-411.971712,-698.5149796,5116756,-973.1261415,-1191.545542,-1327.233284,-1391.899629,5062375,-15.50582164,-276.2893906,-209.5396177,-349.0216375,5100123,-285.9803886,-834.6574856,-1123.450147,-1262.698895,5308544,-586.9597617,-828.9570616,-1056.672046,-860.8100229,5261640,-806.2816466,-794.3390566,-792.8347545,-683.800287,5138574,-858.9057508,-849.6926615,-896.5506775,-697.7585595,5220807,-581.4267164,-429.9570127,-42.10622935,-680.375444,5181424,-1298.311833,-286.0784576,-1401.583475,-1737.96379,5096532,-1153.891773,-1045.674225,-1152.302333,-1258.523484,0,-694.0662994,-876.9764802,-654.9643105,-639.9237786,5107081,-1058.192615,-1079.993606,-1273.32722,-1388.685999,5122023,-519.778476,-538.1446368,-335.885721,-342.8019771,5134609,-731.2283564,-813.2334706,-722.0903817,-690.9458189,0,-643.0538551,-630.5762658,-488.6702299,-216.8630708,5191911,-301.075892,-423.9805965,-469.113629,-571.6148361,5222351,-843.6590878,-967.1919153,-948.9542098,-969.8385835,5369886,-726.7681393,-617.0060769,-612.4063414,-730.0426236,5289890,-896.0540702,-672.8609415,-460.0472973,-156.6945595,5240452,0
5558,55.31,-0.12,108.44,3356.595461,0.01,1,0.01,0.02,1710579466,0,0,0,12,1650.927396,1286.167939,609.5666754,-111.2306574,5010443,1454.284189,548.7641322,-268.8121827,-1158.263514,5150269,4712.044571,3902.05673,2830.345546,1984.778535,5138118,2291.778869,933.3271947,-1064.071452,-2711.327348,5268333,-634.8799968,574.7326431,1268.408122,2223.257468,5133432,-234.3419691,-825.351556,-343.4977546,-657.8347295,5119111,-918.4824871,-1172.646429,-1286.839044,-1348.07457,5063531,19.77270371,-250.9364918,-173.9072093,-332.88494,5097710,-283.3841241,-822.8720176,-1094.174585,-1253.340042,5306309,-571.6721252,-822.5902981,-1031.383603,-847.8593028,5260901,-811.6196802,-769.5399549,-791.8559256,-712.9268753,5139296,-852.2808024,-849.6413609,-892.1103213,-703.2192568,5222351,-602.0340116,-480.4730289,-42.26781671,-747.8619178,5181337,-1262.823181,-319.9374097,-1353.400845,-1674.364776,5096070,-1151.626889,-1053.073926,-1154.620362,-1242.465624,0,-735.7899073,-890.7154389,-681.077971,-646.8870515,5107183,-1028.889346,-1047.270554,-1256.16451,-1370.063273,5120846,-531.4785166,-544.5436578,-364.0141572,-374.3395751,5132422,-738.3829522,-838.9252913,-735.0728415,-693.6066308,0,-634.0072529,-630.9214322,-490.8639398,-237.025523,5189108,-314.401274,-443.6475567,-482.5661003,-591.5383094,5221174,-852.1654013,-967.487665,-949.4422541,-966.0946467,5366826,-722.8178044,-613.7945733,-610.4093399,-710.5401553,5293730,-888.382847,-676.5128256,-461.48528,-150.8484471,5245014,0
5559,55.31,-0.12,108.44,3357.757009,0.01,1,0.01,0.02,1710579466,0,0,0,12,1550.099086,1153.393511,482.4184402,-276.565061,5015747,1457.193182,583.5874746,-223.3518477,-1115.208453,5155155,4472.966491,3405.875187,2335.754795,1457.869027,5144463,1303.538698,-64.31884694,-1964.437934,-3438.174178,5274757,-846.0085099,376.6229123,1093.897593,2115.971974,5134969,-178.6635587,-768.8096881,-273.6170157,-575.8631442,5121007,-884.9796547,-1130.426572,-1256.620682,-1285.701848,5065419,39.70961297,-209.6885035,-148.3184547,-307.3538602,5097710,-277.4942091,-797.6521648,-1064.283015,-1228.260703,5301416,-540.4910287,-798.7954139,-998.8512714,-824.465154,5262817,-807.7803767,-742.0096941,-779.6735281,-725.1942513,5140949,-836.3755897,-835.241763,-874.3803923,-693.0718651,5220729,-617.0606202,-520.2548091,-42.26200908,-810.0512891,5182151,-1214.503988,-324.3292655,-1317.254339,-1582.362984,5098127,-1139.538369,-1050.08366,-1147.581806,-1216.439022,0,-770.4245088,-901.3479683,-694.2041439,-644.1948054,5107541,-998.6790586,-1013.88666,-1241.673825,-1343.365341,5122742,-548.5707292,-553.2898991,-392.4787725,-402.151542,5130164,-739.8420991,-846.5356517,-742.4375323,-684.6404001,0,-629.8131943,-636.7610499,-502.7293667,-259.2289753,5187676,-339.7913808,-458.0291091,-500.226961,-619.8773262,5220807,-864.5729135,-960.1133553,-955.2973844,-972.8594012,5367626,-718.703894,-614.883923,-603.5243442,-694.0149709,5292181,-874.9558342,-677.8412193,-469.8023551,-149.9306188,5244941,0
5560,55.31,-0.12,108.44,3358.918558,0.01,1,0.01,0.02,1710579466,0,0,0,12,1410.867148,1037.006288,292.5515717,-456.0737013,5021983,1454.019138,653.4756704,-143.9266959,-1096.428912,5168197,4228.43115,2961.281486,1875.361807,993.8167437,5146645,287.2100067,-957.4189319,-2730.476192,-4108.161339,5281018,-1044.073082,198.5795746,903.2023592,1943.010306,5137853,-143.3505928,-712.6473691,-232.7638817,-522.4065472,5127810,-852.2755468,-1106.31853,-1219.912115,-1242.72624,5067197,86.54020278,-196.1454186,-119.6747064,-271.2899266,5098588,-282.8853014,-761.9327564,-1024.261391,-1197.591171,5302899,-532.754028,-776.9307727,-955.1709664,-793.8474806,5262747,-806.1655471,-726.406194,-775.1418587,-735.2630462,5142658,-818.2272084,-816.5780208,-841.9500136,-675.84669,5224184,-617.5128718,-552.7973787,-42.21278849,-856.2240973,5179796,-1169.643831,-287.5888641,-1277.67245,-1499.404546,5098127,-1122.496793,-1049.918806,-1124.85362,-1175.966738,0,-779.8886575,-896.8577754,-711.0197547,-646.5384424,5106365,-968.2766695,-978.4582006,-1222.016239,-1315.32703,5122643,-559.228874,-567.1335883,-420.2316097,-433.4921817,5131895,-737.8981025,-850.1106985,-738.5337689,-676.3611434,0,-629.7494994,-647.2534825,-511.690941,-281.8942397,5186948,-377.168387,-471.145166,-523.6880705,-642.0816618,5219996,-879.9657818,-945.1594736,-964.661674,-972.4396233,5366449,-713.6770906,-620.3067099,-594.0943404,-676.2761185,5294473,-868.6997221,-679.4325447,-479.9469334,-170.5908397,5242659,0
5561,55.31,-0.12,108.44,3360.080107,0.01,1,0.01,0.02,1710579466,0,0,0,12,1300.257849,864.8225831,145.467447,-607.4959245,5026567,1454.514095,690.3119856,-69.42721511,-1041.217185,5174633,4012.423176,2514.747141,1440.103251,532.5366354,5162039,-474.8741604,-1606.619198,-3412.497514,-4586.615505,5285488,-1245.060118,-15.78015582,690.5016328,1768.821361,5138765,-149.7605347,-689.1686539,-195.4831463,-469.7346108,5127908,-864.2280659,-1077.812783,-1180.04002,-1193.470805,5068976,99.49976974,-192.216732,-109.9460948,-252.4008218,5098784,-299.8107919,-730.448622,-989.4318667,-1161.314232,5307054,-533.5615745,-755.7855073,-916.8557995,-760.2470012,5263117,-802.8693102,-716.5873743,-775.3396482,-743.1151582,5144746,-816.5985462,-806.7885855,-800.0083078,-662.2993763,5223373,-619.8894034,-594.5242698,-42.44413695,-903.6916515,5182047,-1128.539527,-272.4048906,-1227.09589,-1418.65867,5098484,-1108.646949,-1045.203796,-1096.671995,-1135.371833,0,-797.8393686,-899.2285674,-723.2786518,-645.6301789,5107183,-938.8532046,-950.2014551,-1188.20984,-1285.944707,5121565,-572.2113265,-588.101876,-446.1704132,-470.9488295,5128889,-739.6432674,-861.8748594,-744.9986488,-679.1172666,0,-633.2939879,-661.9679531,-523.5577079,-303.231268,5187676,-411.4698522,-500.0636033,-547.9412882,-654.6544847,5220807,-881.7385711,-935.734607,-961.2771961,-965.6805511,5366635,-707.8957688,-629.0475539,-585.8713647,-661.9697498,5293667,-860.9412011,-681.0116854,-490.2339412,-185.9557976,5245382,0
